TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t12e1_4,62500.0,2.0,8.50460146E8,8.290635524895924E7,8.2694796E7,538.8153672641492
t12e1_4,125000.0,2.0,8.016689165E8,4.831790248520671E7,8.2698561E7,16.97056274847714
t12e1_4,250000.0,2.0,8.72892625E8,1.541369039299966E7,8.26978855E7,224.15284963613556
t12e1_4,500000.0,2.0,7.678874165E8,9104294.671304554,8.26967485E7,146.37110370561533
t12e1_4,1000000.0,2.0,9.608170835E8,1.9672122895863183E7,8.26961105E7,1504.0161235837866
t12e1_4,2000000.0,2.0,1.459373729E9,2658044.088965042,8.2695662E7,647.7098115668775
t12e1_4,4000000.0,2.0,2.500262396E9,1.6189239453750815E7,8.2695976E7,982.878425849301
