TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t10runs3,1.0,2.0,4.531201495E8,1.5173871380494303E8,2.065951873E9,0.0
t10runs3,2.0,2.0,3.262642215E8,3.523238096825363E7,1.791741888E9,0.0
t10runs3,3.0,2.0,2.59271757E8,3350697.6075441367,1.595428806E9,0.0
t10runs3,4.0,2.0,3.33615373E8,2.154088096063896E7,1.072408673E9,0.0
t10runs3,5.0,2.0,3.60706229E8,3.430578753507999E7,1.531448569E9,0.0
t10runs3,6.0,2.0,3.371829235E8,1723997.7503177028,1.867083167E9,0.0
t10runs3,7.0,4.0,2.769751835E8,2.847319524242418E7,1.915910607E9,0.0
t10runs3,8.0,2.0,2.68372203E8,1.5401990604198147E7,2.84720968E8,0.0
t10runs3,9.0,4.0,2.5435165E8,2.227014951483013E7,1.89568618E8,0.0
t10runs3,10.0,2.0,2.56113601E8,2.2167589700804595E7,7.93589513E8,0.0
t10runs3,11.0,4.0,2.9702688375E8,1.9923623713600166E7,1.313922862E9,0.0
t10runs3,12.0,2.0,2.87782507E8,3258984.443810679,4.95053715E8,0.0
t10runs3,13.0,2.0,2.62295252E8,1510662.9273269402,1.922154895E9,0.0
t10runs3,14.0,2.0,2.728878035E8,4.670716980620625E7,8.83049899E8,0.0
t10runs3,15.0,4.0,2.4617141775E8,3.4510875174306825E7,2.093176254E9,0.0
t10runs3,16.0,2.0,2.650448655E8,3.9027198202925414E7,1.854731462E9,0.0
t10runs3,17.0,2.0,2.745368635E8,3.6546667614523E7,3.17574433E8,0.0
t10runs3,18.0,2.0,2.525464665E8,3.429424967373137E7,8.85284298E8,0.0
t10runs3,19.0,2.0,2.530030165E8,4804153.4749527415,1.389133897E9,0.0
t10runs3,20.0,2.0,2.544909665E8,3.678029569502704E7,1.534030866E9,0.0
t10runs3,21.0,2.0,2.59118716E8,8926443.880807295,6.64223387E8,0.0
t10runs3,22.0,2.0,2.663015655E8,2.5196332398486342E7,8.2490923E8,0.0
t10runs3,23.0,4.0,2.3658934375E8,2.403662406307841E7,1.22883338E8,0.0
t10runs3,24.0,2.0,2.584971235E8,2.4971695887811873E7,6.66641942E8,0.0
t10runs3,25.0,2.0,2.50920382E8,2.1199908413896557E7,9.6060406E8,0.0
t10runs3,26.0,2.0,2.66154381E8,2.5226740111397706E7,1.349393271E9,0.0
t10runs3,27.0,2.0,2.602267815E8,1.6809907380684774E7,1.338668845E9,0.0
t10runs3,28.0,2.0,2.775913295E8,2.614675603729274E7,1.59413332E8,0.0
t10runs3,29.0,4.0,2.577328565E8,2.38000786799625E7,1.028214719E9,0.0
t10runs3,30.0,2.0,2.762305805E8,6547100.979899462,5.00977346E8,0.0
