TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t9random2,1.0,16.0,1.261209625E7,23802.179190149705,1601365.1875,269.1052380885001
t9random2,2.0,16.0,1.2755807375000002E7,173147.52525977118,1629451.1875,317.5685162291735
t9random2,3.0,32.0,1.23945143125E7,30797.33872084238,1634699.125,296.9111684249595
t9random2,4.0,32.0,1.2224235749999998E7,233211.46684431483,1624936.53125,222.6478464033969
t9random2,5.0,32.0,1.2204729156250002E7,251454.6496139186,1627536.5625000002,282.8218335209471
t9random2,6.0,32.0,1.2267052093749998E7,251424.10428395937,1630860.65625,242.41920627827193
t9random2,7.0,32.0,1.214449878125E7,130680.91472391687,1634514.90625,288.8277039003075
t9random2,8.0,32.0,1.2354302187500002E7,183491.9432655915,1637850.1562500002,352.9124088875028
t9random2,9.0,32.0,1.2317265562500004E7,243366.7680229383,1651651.0625,484.0542449940675
t9random2,10.0,32.0,1.227876684375E7,122083.1647063447,1665271.6250000002,593.0892197474724
t9random2,11.0,32.0,1.21567134375E7,222945.0742548765,1679200.5312499998,752.2580624628403
t9random2,12.0,32.0,1.2278791593750002E7,131394.7438438744,1693057.6562500002,548.4578149670007
t9random2,13.0,32.0,1.2255742281249998E7,163198.7709378603,1706949.46875,603.4158671010537
t9random2,14.0,32.0,1.2162964874999998E7,104700.7173499628,1721031.59375,679.9530277597713
t9random2,15.0,32.0,1.2172776093750002E7,58045.1215523161,1734739.1562499995,961.9151967642673
t9random2,16.0,32.0,1.236320315625E7,90419.63932618842,1748282.28125,855.6581784490363
t9random2,17.0,32.0,1.2442035124999996E7,192053.09850995315,1767779.7187500002,862.3625176776163
t9random2,18.0,32.0,1.253103778125E7,82354.01658525746,1787006.5625,617.903893638966
t9random2,19.0,16.0,1.2672604125E7,59835.6331816587,1806949.4375,843.4072143197787
t9random2,20.0,16.0,1.2681419374999998E7,178952.2753696732,1825637.3749999998,966.4436438130275
t9random2,21.0,16.0,1.25885835E7,192121.62328934533,1844227.9374999998,1038.435134790137
t9random2,22.0,16.0,1.2657526125000002E7,29803.99631341402,1864337.375,844.2260262117585
t9random2,23.0,16.0,1.27098930625E7,189401.36011706947,1883429.5000000002,1258.6672316382812
t9random2,24.0,16.0,1.2791190125E7,125729.96970008127,1903341.875,1461.2451710784012
t9random2,25.0,16.0,1.29198775E7,165871.98392133627,1921989.5625000002,1229.1411076437812
t9random2,26.0,16.0,1.29210154375E7,250570.46597712932,1940808.9374999998,1263.3727593893034
t9random2,27.0,16.0,1.2882617375000002E7,214000.58768575813,1960238.7499999998,1227.5239848301774
t9random2,28.0,16.0,1.30633436875E7,262255.0342217078,1979397.8125,1764.35239181409
t9random2,29.0,16.0,1.3165976500000002E7,231025.74026660665,1998200.0,1251.4683642292532
t9random2,30.0,16.0,1.3269460937500002E7,187165.98951428727,2017750.1250000002,1409.8754968672179
