TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t4e1_5,1.0,2.0,3.52791729E8,1.2377993300124943E7,1.86741585E7,740.3407999023152
t4e1_5,2.0,2.0,3.34040875E8,1.115449209349211E7,1.8673963E7,506.288455329568
t4e1_5,3.0,2.0,3.26548958E8,1.3716339961730972E7,1.86745215E7,306.1772362537751
t4e1_5,4.0,2.0,3.390131455E8,1.41043344023155E7,1.87271365E7,598.9194436650057
t4e1_5,5.0,2.0,3.17705333E8,3386628.5315233497,1.8726765E7,708.5209947489207
t4e1_5,6.0,2.0,3.29834021E8,2895985.520834315,1.87268235E7,874.6910883277593
t4e1_5,7.0,2.0,3.23582333E8,7060401.813178058,1.8821193E7,666.0945878777278
t4e1_5,9.0,2.0,3.220552705E8,4712071.201479505,1.90718715E7,564.9783181680515
t4e1_5,11.0,2.0,3.45313875E8,3828452.890039265,1.9071684E7,922.067242667258
t4e1_5,14.0,2.0,3.41890646E8,1.1326760275951901E7,1.90720535E7,516.8950570473662
t4e1_5,18.0,2.0,3.338874995E8,7809051.824866096,2.02264575E7,1539.371462643114
t4e1_5,23.0,2.0,3.35524125E8,5275252.761316561,2.02245675E7,3080.8642456297875
t4e1_5,29.0,2.0,3.30704542E8,9977336.079511805,2.02259545E7,273.6503243191939
t4e1_5,37.0,2.0,3.245770205E8,1.0009715206129119E7,2.3189434E7,14190.218884851636
t4e1_5,48.0,2.0,3.44419021E8,1.3572531413000377E7,2.31845825E7,3806.3558031271855
t4e1_5,62.0,2.0,3.6691475E8,1843957.7086392194,2.9913152E7,5786.961897230705
t4e1_5,80.0,2.0,3.611267505E8,1.393183004619079E7,2.99133425E7,2807.92102809178
t4e1_5,104.0,2.0,3.51814208E8,2.0296675667452984E7,2.9900412E7,17201.079559143956
t4e1_5,135.0,2.0,3.914085625E8,1.5902212790451916E7,4.4223345E7,9343.70900659904
t4e1_5,175.0,2.0,3.797140625E8,3401979.1126361284,4.42065005E7,33567.0660097066
