TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t9runs3,1.0,2.0,3.232606455E8,3.0150650605025765E7,1.3785157E7,0.0
t9runs3,2.0,2.0,2.895295835E8,3341315.007664572,1.3785157E7,0.0
t9runs3,3.0,2.0,3.113578965E8,6758968.556319263,1.4372176E7,0.0
t9runs3,4.0,2.0,2.90653708E8,1.1750110762702538E7,1.4285098E7,0.0
t9runs3,5.0,2.0,2.88920583E8,1.4393452687473148E7,1.4950152E7,0.0
t9runs3,6.0,2.0,3.207205E8,2770974.698774783,1.5371761E7,0.0
t9runs3,7.0,2.0,3.093898335E8,6932416.192890073,1.5977028E7,0.0
t9runs3,8.0,2.0,3.15286375E8,1.6030287506194329E7,1.5784831E7,0.0
t9runs3,9.0,2.0,3.197266665E8,7563272.82143415,1.6239715E7,0.0
t9runs3,10.0,2.0,3.226298755E8,1.1797605003874494E7,1.6949736E7,0.0
t9runs3,11.0,2.0,3.29493042E8,1.6301226783114454E7,1.7295171E7,0.0
t9runs3,12.0,2.0,3.485148535E8,6967388.280073998,1.787006E7,0.0
t9runs3,13.0,2.0,3.30709188E8,1020325.3867673782,1.8222334E7,0.0
t9runs3,14.0,2.0,3.380842085E8,362274.13852564746,1.8974615E7,0.0
t9runs3,15.0,2.0,3.54174875E8,3116042.807993818,1.9670897E7,0.0
t9runs3,16.0,2.0,3.00971125E8,3.470709891767461E7,1.928378E7,0.0
t9runs3,17.0,2.0,2.95485917E8,2.3080495668014802E7,1.9791129E7,0.0
t9runs3,18.0,2.0,3.136863125E8,1.722974637516004E7,2.0235664E7,0.0
t9runs3,19.0,2.0,3.20711979E8,5521413.602410346,2.0749191E7,0.0
t9runs3,20.0,2.0,3.22419458E8,1.1221431064039916E7,2.1448035E7,0.0
t9runs3,21.0,2.0,3.202535005E8,9187910.048179863,2.1730289E7,0.0
t9runs3,22.0,2.0,3.292132085E8,3597347.059423722,2.2289217E7,0.0
t9runs3,23.0,2.0,3.02625854E8,1264336.6232463568,2.2799944E7,0.0
t9runs3,24.0,2.0,3.130124375E8,8839807.036655976,2.3363153E7,0.0
t9runs3,25.0,2.0,3.241358125E8,589756.0468876093,2.3728814E7,0.0
t9runs3,26.0,2.0,3.313447295E8,8486901.355874268,2.4213639E7,0.0
t9runs3,27.0,2.0,3.7096975E8,2.5698912078748588E7,2.4979131E7,0.0
t9runs3,28.0,2.0,3.48984729E8,2.737696415174513E7,2.5464972E7,0.0
t9runs3,29.0,2.0,3.614493335E8,2835793.0560858105,2.6031855E7,0.0
t9runs3,30.0,2.0,3.87577604E8,2633589.5080444864,2.6660256E7,0.0
