TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t9random4,1.0,32.0,1.168146484375E7,107395.99955038552,1657716.6249999998,23724.9971028925
t9random4,2.0,32.0,1.1789660062499998E7,109543.43725044007,1677011.75,20278.37546938657
t9random4,3.0,32.0,1.1746756593749998E7,101993.53002182797,1686769.9062499998,24247.7481047667
t9random4,4.0,32.0,1.1718022249999996E7,105581.77553731929,1666559.5312500005,25619.68252426553
t9random4,5.0,32.0,1.187564965625E7,175118.67145869555,1647571.625,24545.451026878745
t9random4,6.0,32.0,1.1750994937500004E7,115818.45660508121,1641182.8437499998,26823.603307425958
t9random4,7.0,32.0,1.1766688749999996E7,53159.74963350345,1615682.21875,15697.143115320814
t9random4,8.0,32.0,1.187257796875E7,73956.62068314092,1637826.09375,4087.7463335806187
t9random4,9.0,32.0,1.1720143218749996E7,94043.87673185818,1636611.1250000002,414.5934464103742
t9random4,10.0,32.0,1.177659246875E7,25901.651815534715,1661812.2812500002,453.52428070113336
t9random4,11.0,32.0,1.1810787906250004E7,63495.715384716015,1695191.96875,501.39421644274586
t9random4,12.0,32.0,1.1990889281249998E7,53003.350267350965,1742281.5000000002,518.5772720596011
t9random4,13.0,32.0,1.1919670562500002E7,92750.48016567736,1676483.90625,512.0883466730759
t9random4,14.0,32.0,1.1738203062500002E7,138273.68985666274,1689274.9375,721.5287952808101
t9random4,15.0,32.0,1.20485429375E7,27206.74989651374,1720760.1562500002,675.944553432095
t9random4,16.0,32.0,1.1881993468750002E7,93465.24923234091,1748353.875,715.7813574080542
t9random4,17.0,32.0,1.2280341125E7,884079.7286888213,1746463.875,819.731889685738
t9random4,18.0,32.0,1.19711640625E7,180626.5765327221,1771617.5625,833.7938144409277
t9random4,19.0,32.0,1.1783726468750002E7,53055.51746990194,1804178.375,1018.6258216421738
t9random4,20.0,32.0,1.1961682406250004E7,35432.26960295978,1821280.25,941.7385090113123
t9random4,21.0,32.0,1.1922566499999998E7,78623.34337759318,1851020.8750000002,948.3886079097177
t9random4,22.0,32.0,1.2074488343749998E7,38664.43224647852,1879268.5312499998,939.7898181070793
t9random4,23.0,32.0,1.22674205625E7,143609.39608691176,1911382.1562499998,1269.1615243137248
t9random4,24.0,32.0,1.2339734531250002E7,53014.93220203259,1951057.375,1266.6992094008144
t9random4,25.0,32.0,1.21032240625E7,28897.511382902954,1883349.8437499998,1294.6280599106858
t9random4,26.0,32.0,1.1970640624999998E7,59657.174365487226,1909592.2812500002,1407.9111325138426
t9random4,27.0,32.0,1.2132709593750002E7,24776.331887456032,1929530.40625,1200.934014447281
t9random4,28.0,16.0,1.3081211E7,3714556.9775841995,1946694.25,1962.31840773441
t9random4,29.0,32.0,1.2142011687500002E7,103850.02919080722,1972363.2187499995,1642.487800993147
t9random4,30.0,32.0,1.2516868593749998E7,273711.54400253046,2003883.3750000002,1174.6237489565738
