TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t12e1_0,4000.0,1024.0,1.0760000607421868E7,366732.26571750565,4276523.332031249,289.061286376838
t12e1_0,8000.0,1024.0,1.0826139002929686E7,399974.3990100266,4276527.31738281,282.55181247991493
t12e1_0,16000.0,1024.0,1.1776422466796871E7,444530.83951322373,4276534.183593748,275.5122794246239
t12e1_0,32000.0,1024.0,1.099702179394531E7,874284.7154582479,4276524.791992191,284.09745738493183
t12e1_0,64000.0,1024.0,1.354580980761717E7,319593.45749643777,4276528.912109376,284.81478965886686
t12e1_0,128000.0,512.0,2.159326289257815E7,130975.40211409598,4276557.095703119,288.2895719933547
t12e1_0,256000.0,256.0,4.127665510156251E7,349144.13467820315,4276527.374999996,293.0944838623098
