TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t12e1_1,8000.0,512.0,2.5873121105468772E7,843636.0300851562,9065027.080078134,397.88018955253676
t12e1_1,16000.0,512.0,2.460938166601562E7,924944.8336732257,9065071.87304686,386.62194185743016
t12e1_1,32000.0,512.0,2.6624461664062515E7,939544.2302069936,9065041.835937511,419.9945582976619
t12e1_1,64000.0,512.0,2.469861891210937E7,992474.909782223,9065034.761718748,417.5287630381923
t12e1_1,128000.0,512.0,3.0369865105468735E7,796559.8205254329,9065026.560546875,386.54202871965396
t12e1_1,256000.0,256.0,4.8465109363281235E7,501667.9362699842,9065043.273437506,409.4072370191317
t12e1_1,512000.0,128.0,9.347513378906247E7,1064157.2542419399,9065063.781249996,363.31936315814266
