TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t12e1_7,500000.0,2.0,6.922468125E9,7.926143758083119E8,7.57577088E8,1897.8746007046936
t12e1_7,1000000.0,2.0,6.199090792E9,2.6219878939484736E8,7.57575364E8,2791.6575721244894
t12e1_7,2000000.0,2.0,6.464434625E9,1.2387093057292032E9,7.57575855E8,237.58787847867995
t12e1_7,4000000.0,2.0,5.6343883955E9,8.283534970731284E7,7.57572571E8,5388.153672641492
t12e1_7,8000000.0,2.0,7.3177629585E9,1.3408877700323746E8,7.57568737E8,6085.360958891428
t12e1_7,1.6E7,2.0,1.3627594063E10,4.53614006447181E7,7.575763885E8,2061.216267158786
t12e1_7,3.2E7,2.0,2.49857784585E10,4.087088388758591E8,7.575751195E8,4865.601761344634
