TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t10random4,500000.0,4.0,7.46818645E7,1200308.927748879,8836642.25,578.3444043130513
t10random4,550000.0,2.0,1.180814375E8,1.4854103764038155E7,9797209.5,492.8534264870236
t10random4,605000.0,2.0,1.20626854E8,1532330.0933160584,1.08666555E7,101.1162697096763
t10random4,665500.0,2.0,1.320767295E8,4634819.785634874,1.20466965E7,453.255446740577
t10random4,732050.0,2.0,1.471013125E8,1769976.6616575767,1.3352937E7,537.4011537017761
t10random4,805255.0,2.0,1.604778125E8,807840.506127602,1.47950905E7,522.5519112968586
t10random4,885780.0,2.0,1.848591045E8,2004736.1130115106,1.63952985E7,395.2726906832801
t10random4,974358.0,2.0,2.27046896E8,1.1938584418373562E7,1.816183E7,325.2691193458119
t10random4,1071793.0,2.0,2.483852085E8,8248930.225520185,2.01191965E7,457.49808742769625
t10random4,1178972.0,2.0,2.92435521E8,1.6037977999546515E7,2.23075835E7,166.17009357883867
t10random4,1296869.0,2.0,4.929228335E8,6.1480931390659206E7,2.4723835E7,468.10468914549443
t10random4,1426555.0,2.0,5.767536045E8,4.150354413339676E7,2.73949135E7,823.7794000823278
t10random4,1569210.0,2.0,6.594596875E8,2.3586518958301425E7,3.0341299E7,758.0184694319789
t10random4,1726131.0,2.0,7.80562479E8,3.0840019612606246E7,3.36127335E7,456.08387386532314
t10random4,1898744.0,2.0,8.53137313E8,660054.4817528323,3.7224174E7,263.0437226013957
t10random4,2088618.0,2.0,9.735718125E8,1.888549630027796E7,4.1209111E7,731.1484117468901
t10random4,2297479.0,2.0,1.142603708E9,1.8928364648887396E7,4.5678189E7,571.3422791987304
t10random4,2527226.0,2.0,1.2161000415E9,2.2922104456135795E7,5.0609987E7,534.5727265770299
t10random4,2779948.0,2.0,1.370689333E9,1.3296612690127136E7,5.60601695E7,357.0889244992065
