t2e1, 100, NULL, 2048, 69136.09, 7037.37, 541.74, 5.82
t2e1, 200, NULL, 4096, 25012.34, 21361.52, 1281.68, 8.37
t2e1, 400, NULL, 2048, 55625.52, 3482.40, 2961.39, 11.87
t2e1, 800, NULL, 1024, 122594.79, 1721.23, 6720.94, 16.76
t2e1, 1600, NULL, 512, 268920.58, 2727.11, 15039.39, 23.90
t2e1, 3200, NULL, 256, 585681.00, 3419.92, 33273.68, 35.09
t2e1, 6400, NULL, 128, 1277665.37, 8320.08, 72961.50, 43.54
t2e1, 12800, NULL, 64, 2778865.86, 13043.66, 158707.89, 61.35
t2e1, 25600, NULL, 32, 5969794.19, 23581.25, 342983.75, 96.50
t2e1, 51200, NULL, 8, 12937312.50, 100536.75, 737196.37, 153.06
t2e1, 102400, NULL, 4, 27783541.50, 129505.11, 1576699.00, 246.91
t2e1, 204800, NULL, 2, 60074687.00, 97256.88, 3358408.50, 680.94
t2e1, 409600, NULL, 2, 127437291.50, 2109477.01, 7127252.50, 299.11
t2e1, 819200, NULL, 2, 561831396.00, 2952141.11, 15071731.00, 380.42
