t7e1_2, 5, NULL, 1024, 122590.92, 21687.09, 9066.24, 27.10
t7e1_2, 6, NULL, 1024, 117258.79, 77433.60, 9217.36, 31.16
t7e1_2, 7, NULL, 1024, 131512.79, 31846.09, 9543.26, 36.55
t7e1_2, 9, NULL, 1024, 115568.26, 22942.98, 9337.46, 46.59
t7e1_2, 11, NULL, 1024, 120297.17, 15355.18, 9713.10, 56.83
t7e1_2, 14, NULL, 1024, 129242.87, 25343.73, 10548.90, 77.17
t7e1_2, 18, NULL, 1024, 118542.77, 22728.56, 10794.95, 95.07
t7e1_2, 23, NULL, 1024, 123993.55, 20410.17, 11879.18, 119.28
t7e1_2, 29, NULL, 1024, 135625.68, 17227.92, 13492.09, 152.66
t7e1_2, 37, NULL, 1024, 144193.16, 12277.23, 14704.25, 195.50
t7e1_2, 48, NULL, 1024, 186245.02, 48124.99, 17215.52, 256.21
t7e1_2, 62, NULL, 1024, 173261.13, 17440.62, 20911.60, 339.68
t7e1_2, 80, NULL, 1024, 194906.73, 29834.82, 24167.02, 431.37
t7e1_2, 104, NULL, 512, 198124.41, 10661.90, 29693.11, 536.47
t7e1_2, 135, NULL, 512, 240599.99, 12500.97, 36314.68, 697.84
t7e1_2, 175, NULL, 512, 316066.79, 38373.42, 45617.41, 866.84
