t4e1_5, 5, NULL, 2, 395079021.00, 89065.76, 18728205.00, 312.54
t4e1_5, 6, NULL, 2, 395507708.50, 12350621.90, 18727009.00, 42.43
t4e1_5, 7, NULL, 2, 399088208.00, 9911692.53, 18821426.00, 417.19
t4e1_5, 9, NULL, 2, 409082979.00, 2254757.05, 19071967.50, 290.62
t4e1_5, 11, NULL, 2, 390978624.50, 344655.87, 19072837.50, 477.30
t4e1_5, 14, NULL, 2, 402963812.00, 9963341.02, 19073402.50, 487.20
t4e1_5, 18, NULL, 2, 384772020.50, 24748825.73, 20223839.50, 3076.62
t4e1_5, 23, NULL, 2, 399455374.50, 2280714.23, 20223322.00, 1921.92
t4e1_5, 29, NULL, 2, 404284917.00, 429507.97, 20221638.50, 3541.90
t4e1_5, 37, NULL, 2, 401351250.00, 1026424.89, 23186010.00, 1535.84
t4e1_5, 48, NULL, 2, 404184771.00, 7144283.06, 23189214.00, 2595.08
t4e1_5, 62, NULL, 2, 418939666.50, 10902997.55, 29887627.50, 3363.71
t4e1_5, 80, NULL, 2, 423393521.00, 2073737.71, 29897227.00, 9773.63
t4e1_5, 104, NULL, 2, 415266312.50, 12241580.38, 29898917.50, 11909.80
t4e1_5, 135, NULL, 2, 432919583.00, 3813013.92, 44212763.50, 11311.59
t4e1_5, 175, NULL, 2, 437991854.50, 3321486.32, 44232574.00, 20738.03
