t7e1_3, 5, NULL, 64, 1886912.45, 614002.26, 121737.45, 78.53
t7e1_3, 6, NULL, 64, 1726624.98, 152703.33, 124514.16, 100.13
t7e1_3, 7, NULL, 64, 1942793.72, 347368.53, 125494.14, 95.57
t7e1_3, 9, NULL, 64, 1582215.58, 156607.02, 132149.97, 163.77
t7e1_3, 11, NULL, 64, 1658073.41, 232519.89, 130028.84, 164.94
t7e1_3, 14, NULL, 64, 1715040.58, 214094.64, 135638.23, 243.21
t7e1_3, 18, NULL, 64, 2145037.45, 418043.79, 146820.48, 281.63
t7e1_3, 23, NULL, 64, 1795378.11, 276083.45, 151172.55, 340.84
t7e1_3, 29, NULL, 64, 1961642.14, 141153.08, 164587.44, 540.40
t7e1_3, 37, NULL, 64, 1828193.72, 170967.60, 186028.63, 681.31
t7e1_3, 48, NULL, 64, 2096917.16, 173070.68, 204940.59, 877.94
t7e1_3, 62, NULL, 64, 2122978.08, 202082.74, 238724.53, 910.05
t7e1_3, 80, NULL, 64, 2533712.47, 76887.20, 276103.75, 1398.65
t7e1_3, 104, NULL, 64, 2760284.39, 221097.84, 335802.84, 1750.20
t7e1_3, 135, NULL, 32, 3230959.41, 102168.49, 411562.72, 2876.15
t7e1_3, 175, NULL, 32, 3682056.28, 352665.99, 502452.50, 2567.75
