TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t16_e1_recursive,1.0,2.0,2.025299667E9,1.1322017003663702E7,8.26969725E7,152.02795795510772
t16_e1_recursive,2.0,2.0,1.1818420205E9,2.885204900137667E7,8.26975725E7,567.8067452927977
t16_e1_recursive,3.0,2.0,1.0357303745E9,1.8647938120284088E7,8.2697491E7,1767.7669529663688
t16_e1_recursive,4.0,4.0,8.159773955E8,3.3313016099844016E7,8.2697348E7,512.4379637250413
t16_e1_recursive,5.0,4.0,8.0956607275E8,2.1288366256183915E7,8.2696782E7,896.3793839676536
t16_e1_recursive,6.0,4.0,8.532824685E8,4.908633405367051E7,8.26978365E7,994.8381777957659
t16_e1_recursive,7.0,4.0,7.954239165E8,1.7895157476809353E7,8.269706375E7,1136.0147812992975
t16_e1_recursive,8.0,4.0,6.7201577125E8,1.7102515827668414E7,8.269738175E7,1044.7536791024577
t16_e1_recursive,9.0,4.0,6.5319140625E8,1.5002525618877718E7,8.269725725E7,1449.6940769213984
t16_e1_recursive,10.0,4.0,6.69922198E8,2.2235703431135643E7,8.269731925E7,970.6840800862964
t16_e1_recursive,11.0,4.0,6.477123335E8,5.328579230018195E7,8.2698094E7,936.6055733351917
t16_e1_recursive,12.0,4.0,6.61352927E8,1.63524958627088E7,8.269735525E7,956.0646334507667
t16_e1_recursive,13.0,4.0,6.3727597925E8,9.91525596516969E7,8.2698078E7,887.6316803711421
t16_e1_recursive,14.0,4.0,6.83787927E8,2.2008172758654017E7,8.26972655E7,734.4750960131663
t16_e1_recursive,15.0,4.0,6.78517646E8,2.9523791665229205E7,8.2697263E7,667.0297344693242
t16_e1_recursive,16.0,4.0,6.560154585E8,3.1722498623870756E7,8.2697221E7,1174.2183215532739
