TITLE,PARAMETER,RUNS,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t4e2_1,1.0,3.0,64.0,1.1960356088541666E7,46589.82613608557,1536347.5416666667,14.459545308242248
t4e2_1,2.0,3.0,64.0,1.1844391734375E7,41360.542226626065,1536360.75,0.6429075191075307
t4e2_1,3.0,3.0,64.0,1.1852324416666666E7,191526.55048097394,1536377.3854166667,17.19779757810851
t4e2_1,4.0,3.0,64.0,1.1627431182291666E7,90075.26174585892,1536774.328125,16.459074185593643
t4e2_1,5.0,3.0,64.0,1.1765653213541666E7,19710.548587995207,1536792.15625,7.957590224904774
t4e2_1,6.0,3.0,64.0,1.114242575E7,128978.7920295867,1554641.59375,52.63780277756662
t4e2_1,7.0,3.0,64.0,1.1319711822916666E7,24326.4149229648,1557944.640625,50.784271544722635
t4e2_1,8.0,3.0,64.0,1.1133877416666666E7,118905.49623981953,1557947.15625,68.16435932958294
t4e2_1,9.0,3.0,64.0,1.119911696875E7,114465.2571145863,1557878.625,60.89321307368745
t4e2_1,10.0,3.0,64.0,1.119182525E7,111885.52293556654,1557907.5885416667,41.608217141883515
t4e2_1,11.0,3.0,64.0,1.102927475E7,57130.80653525,1557934.59375,19.23835382283266
t4e2_1,12.0,3.0,64.0,1.109064190625E7,66859.50822317989,1619681.4270833333,98.64058952425901
t4e2_1,13.0,3.0,64.0,1.0825781677083334E7,15083.718870229846,1639428.7135416667,78.66681856475188
t4e2_1,14.0,3.0,64.0,1.1142641963541666E7,156451.84582254468,1639362.375,92.0182755603982
t4e2_1,15.0,3.0,64.0,1.07861868125E7,7161.442318643079,1639453.0416666667,75.61156313567862
t4e2_1,16.0,3.0,64.0,1.1024705921875E7,53661.83959109163,1639468.3177083333,48.086242340930845
t4e2_1,17.0,3.0,64.0,1.0818916645833334E7,83402.46380798632,1639309.2291666667,81.05190745731797
t4e2_1,18.0,3.0,64.0,1.0815597854166666E7,49466.065917225074,1639384.1510416667,94.69565550339611
t4e2_1,19.0,3.0,64.0,1.1000980458333334E7,111094.71417833852,1639389.1041666667,85.68065927821688
t4e2_1,20.0,3.0,64.0,1.0869949015625E7,59610.17584636511,1639421.3229166667,33.10887112251436
t4e2_1,21.0,3.0,64.0,1.1034361135416666E7,276671.7695775044,1639382.15625,63.012661100642106
t4e2_1,22.0,3.0,64.0,1.08759034375E7,28799.064548843035,1639393.3541666667,75.52998346148186
t4e2_1,23.0,3.0,64.0,1.1199090046875E7,487785.856122384,1639392.3802083333,25.354875473677488
t4e2_1,24.0,3.0,64.0,1.0742709223958334E7,27640.611484443576,1764976.75,24.725944156960416
t4e2_1,25.0,3.0,64.0,1.1079709645833334E7,93004.35255271959,1862261.328125,60.1539549075173
t4e2_1,26.0,3.0,64.0,1.1175017989583334E7,63654.47726557981,1862039.8541666667,52.782039415868994
t4e2_1,27.0,3.0,64.0,1.1206861729166666E7,90400.31313697864,1862212.90625,57.050773627395934
t4e2_1,28.0,3.0,64.0,1.1157574177083334E7,71839.24839005938,1862087.9947916667,21.390975009330333
t4e2_1,29.0,3.0,64.0,1.1036540151041666E7,106840.89659097273,1862209.5625,144.30051599358757
t4e2_1,30.0,3.0,64.0,1.0862652145833334E7,68137.74614262476,1862084.1927083333,214.62081179328817
t4e2_1,31.0,3.0,64.0,1.1314651901041666E7,85441.22502875671,1861885.8125,38.06034476656774
t4e2_1,32.0,3.0,64.0,1.1101915114583334E7,328922.57729450776,1862083.6927083333,68.41535267594742
t4e2_1,33.0,3.0,64.0,1.0880606109375E7,124455.69372310911,1861977.7760416667,199.72731675449435
t4e2_1,34.0,3.0,64.0,1.0817526458333334E7,85135.07554470307,1862037.4322916667,177.390050628159
t4e2_1,35.0,3.0,64.0,1.0869076151041666E7,89544.31288681708,1861909.7760416667,148.15556641151952
t4e2_1,36.0,3.0,64.0,1.075293096875E7,20613.350805388854,1862136.9322916667,93.8053239538337
t4e2_1,37.0,3.0,64.0,1.0970402541666666E7,160555.96909013073,1862032.4427083333,41.56629544854891
t4e2_1,38.0,3.0,64.0,1.1044775166666666E7,67110.94081974654,1862046.0885416667,144.11586028229127
t4e2_1,39.0,3.0,64.0,1.1298629296875E7,41845.69986193686,1861989.6302083333,177.0384613031684
t4e2_1,40.0,3.0,64.0,1.1253720692708334E7,100849.93216014406,1862110.7864583333,155.12104202535116
