TITLE,PARAMETER,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t9differentRuns4,1.0,512.0,446194.2402343744,29976.49495703102,164420.0,0.0
t9differentRuns4,2.0,512.0,488513.59374999994,79382.99422133813,199998.0,0.0
t9differentRuns4,4.0,256.0,807347.2929687502,86079.30126878165,299994.0,0.0
t9differentRuns4,8.0,256.0,1181065.9375,96834.63853299437,399982.0,0.0
t9differentRuns4,16.0,128.0,1870467.7265625,114802.44878898816,499950.0,0.0
t9differentRuns4,32.0,128.0,2527279.265625,119728.59215739525,599868.0,0.0
t9differentRuns4,64.0,64.0,3533844.3906250005,153895.72212528862,799201.0,0.0
t9differentRuns4,128.0,64.0,4031484.3437500005,131208.82589835938,898333.0,0.0
t9differentRuns4,256.0,64.0,4591382.843749997,171392.76863023455,995366.0,0.0
t9differentRuns4,512.0,64.0,5000318.234375004,161683.85813736136,1091348.0,0.0
t9differentRuns4,1024.0,64.0,5306570.9375,156766.62642414912,1180918.0,0.0
t9differentRuns4,2048.0,64.0,5283463.578125001,126380.22882063345,1263681.0,0.0
t9differentRuns4,4096.0,64.0,5339962.250000001,113893.14681934443,1339495.0,0.0
t9differentRuns4,8192.0,64.0,5315078.765625,127573.55313610114,1394626.0,0.0
