t4e1_1, 5, NULL, 32768, 4958.41, 237.12, 542.79, 6.04
t4e1_1, 6, NULL, 32768, 4725.63, 279.08, 557.40, 8.92
t4e1_1, 7, NULL, 32768, 4622.50, 206.11, 565.11, 10.19
t4e1_1, 9, NULL, 32768, 4601.98, 205.02, 565.14, 10.11
t4e1_1, 11, NULL, 32768, 4621.60, 225.48, 565.20, 10.16
t4e1_1, 14, NULL, 32768, 4220.54, 189.06, 649.50, 20.90
t4e1_1, 18, NULL, 32768, 4212.29, 214.39, 649.49, 20.74
t4e1_1, 23, NULL, 32768, 4196.36, 236.74, 649.62, 20.72
t4e1_1, 29, NULL, 32768, 4022.04, 225.09, 879.45, 42.23
t4e1_1, 37, NULL, 32768, 4006.90, 262.41, 878.92, 42.19
t4e1_1, 48, NULL, 32768, 4029.37, 279.86, 879.11, 42.06
t4e1_1, 62, NULL, 32768, 4651.22, 292.06, 1413.58, 84.42
t4e1_1, 80, NULL, 32768, 4641.33, 316.63, 1414.13, 84.57
t4e1_1, 104, NULL, 16384, 6512.31, 475.15, 2570.69, 167.10
t4e1_1, 135, NULL, 16384, 6579.33, 460.77, 2570.37, 165.95
t4e1_1, 175, NULL, 16384, 6550.93, 606.51, 2570.13, 166.76
