t4e1, 1, NULL, 128, 1174607.77, 36408.99, 120448.04, 54.80
t4e1, 2, NULL, 128, 1153086.24, 30585.77, 120452.62, 60.52
t4e1, 3, NULL, 128, 1103598.34, 32221.50, 120451.42, 60.44
t4e1, 4, NULL, 128, 1110922.45, 35873.74, 120505.98, 62.23
t4e1, 5, NULL, 128, 1103378.00, 30767.08, 121508.15, 82.33
t4e1, 6, NULL, 128, 1102879.57, 30075.47, 121498.41, 80.54
t4e1, 7, NULL, 128, 1069364.27, 31647.45, 121508.30, 72.78
t4e1, 8, NULL, 128, 1087560.91, 31444.78, 121520.66, 85.46
t4e1, 9, NULL, 128, 1057381.21, 31056.03, 122517.11, 102.57
t4e1, 10, NULL, 128, 1031960.33, 33380.61, 127061.39, 159.82
t4e1, 11, NULL, 128, 1028762.04, 32613.49, 127081.80, 161.72
t4e1, 12, NULL, 128, 1040239.33, 60625.88, 127054.59, 161.53
t4e1, 13, NULL, 128, 1069248.07, 30711.79, 127075.97, 165.21
t4e1, 14, NULL, 128, 1072613.61, 28652.41, 127053.41, 153.68
t4e1, 15, NULL, 128, 1074224.89, 29188.89, 127072.48, 184.32
t4e1, 16, NULL, 128, 1070548.48, 28098.08, 127067.86, 164.01
t4e1, 17, NULL, 128, 1035429.65, 29191.31, 127055.45, 163.27
t4e1, 18, NULL, 128, 1073592.47, 29702.21, 127039.95, 152.21
t4e1, 19, NULL, 128, 1014455.38, 29219.10, 134266.97, 223.06
t4e1, 20, NULL, 128, 1032942.05, 32155.19, 143590.59, 334.87
t4e1, 21, NULL, 128, 1031732.41, 30424.30, 143581.43, 311.05
t4e1, 22, NULL, 128, 1036322.62, 28491.42, 143533.81, 354.76
t4e1, 23, NULL, 128, 1032023.10, 31523.58, 143554.17, 359.20
t4e1, 24, NULL, 128, 1033846.71, 30116.84, 143558.98, 299.25
t4e1, 25, NULL, 128, 1002785.55, 25100.01, 143557.49, 330.86
t4e1, 26, NULL, 128, 1038846.36, 27842.42, 143549.21, 354.32
t4e1, 27, NULL, 128, 1039382.16, 26998.13, 143500.27, 329.31
t4e1, 28, NULL, 128, 1037766.02, 26761.27, 143491.53, 306.48
t4e1, 29, NULL, 128, 1017150.09, 19644.24, 143569.82, 357.60
t4e1, 30, NULL, 128, 1003647.10, 28218.03, 143543.38, 314.86
t4e1, 31, NULL, 128, 1038712.59, 28731.27, 143519.79, 335.95
