TITLE,REPETITIONS,MEANTIME,SDEVTIME,MEANRESULT,SDEVRESULT
t16_e1_ArraysParallel,16.0,2.28215169125E8,5386455.013993192,1.2593764338125E9,6.76799241938963E8
